CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
ivanka trump shared father craving money praise apparent disdain poor people,"\"Ivanka Trump shared her father\\u2019s craving for money and praise \\u2013 and his apparent disdain for poor people \\u2013 from a y\\u2026 https://t.co/OLUA6vAQEt\"","\"2020-11-19 15:42:41.682280\"",2020-11-19T15:42:45.438+05:30,"",Negative
president daughter asked tell read book poor people trump ivankatrump biden usa trumpvsbiden,"\"President\\u2019s daughter asked her \\u2018why would you tell me to read a book about poor people?\\u2019\\n\\n#Trump #IvankaTrump #Biden2020 #USA #TrumpvsBiden\"","\"2020-11-19 15:42:44.685905\"",2020-11-19T15:42:45.438+05:30,"",Negative
